gene	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	Level1	Level2	Level3	KO	Product	EC	EC2	EC3	Full
tagH	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K09693	teichoicacidtransportsystemATP-bindingprotein	3.6.3.40	NA	NA	tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40]
tagH	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K09693	teichoicacidtransportsystemATP-bindingprotein	3.6.3.40	NA	NA	tagH; teichoic acid transport system ATP-binding protein [EC:3.6.3.40]
tagO	1	0	0	1	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagO	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagU	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagU	0	1	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagU	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagV	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tagX	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tal	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K19652	dTDP-6-deoxy-L-talose4-dehydrogenase	NAD(P)+	NA	NA	tal; dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC:1.1.1.344]
tal	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K19652	dTDP-6-deoxy-L-talose4-dehydrogenase	NAD(P)+	NA	NA	tal; dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC:1.1.1.344]
tal	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K19652	dTDP-6-deoxy-L-talose4-dehydrogenase	NAD(P)+	NA	NA	tal; dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC:1.1.1.344]
tam	0	1	0	0	0	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00598	trans-aconitate2-methyltransferase	2.1.1.144	NA	NA	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
tam	0	0	0	1	1	0	0	0	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00598	trans-aconitate2-methyltransferase	2.1.1.144	NA	NA	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
tam	0	1	1	0	0	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00598	trans-aconitate2-methyltransferase	2.1.1.144	NA	NA	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
tam	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00598	trans-aconitate2-methyltransferase	2.1.1.144	NA	NA	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
tarA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tarB	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
tarD	0	0	0	0	1	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K22209	D(-)-tartratedehydratase	4.2.1.81	NA	NA	tarD; D(-)-tartrate dehydratase [EC:4.2.1.81]
tarD	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K22209	D(-)-tartratedehydratase	4.2.1.81	NA	NA	tarD; D(-)-tartrate dehydratase [EC:4.2.1.81]
tarF	0	0	0	0	0	0	1	1	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21591	teichoicacidglycerol-phosphatetransferase	2.7.8.45	NA	NA	tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
tarF	1	1	1	1	1	1	1	1	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21591	teichoicacidglycerol-phosphatetransferase	2.7.8.45	NA	NA	tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
tarF	0	0	0	0	0	1	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21591	teichoicacidglycerol-phosphatetransferase	2.7.8.45	NA	NA	tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
tarF	1	0	0	0	0	0	0	1	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21591	teichoicacidglycerol-phosphatetransferase	2.7.8.45	NA	NA	tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
tarF	0	0	0	0	0	1	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21591	teichoicacidglycerol-phosphatetransferase	2.7.8.45	NA	NA	tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
tarF	0	0	0	0	0	0	0	0	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21591	teichoicacidglycerol-phosphatetransferase	2.7.8.45	NA	NA	tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
tarI	1	0	0	0	0	0	1	1	1	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K21030	D-ribitol-5-phosphatecytidylyltransferase	2.7.7.40	NA	NA	tarI; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]
tarI	0	0	0	0	0	0	1	1	0	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K21030	D-ribitol-5-phosphatecytidylyltransferase	2.7.7.40	NA	NA	tarI; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]
tarI	1	1	0	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K21030	D-ribitol-5-phosphatecytidylyltransferase	2.7.7.40	NA	NA	tarI; D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]
tarJ	0	0	1	0	0	0	0	0	0	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K05352	ribitol-5-phosphate2-dehydrogenase(NADP+)	1.1.1.405	NA	NA	tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]
tarJ	0	0	0	0	0	0	1	1	0	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K05352	ribitol-5-phosphate2-dehydrogenase(NADP+)	1.1.1.405	NA	NA	tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]
tarJ	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K05352	ribitol-5-phosphate2-dehydrogenase(NADP+)	1.1.1.405	NA	NA	tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]
tarK	1	0	0	0	0	0	1	1	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K21592	teichoicacidribitol-phosphateprimase	2.7.8.46	NA	NA	tarK; teichoic acid ribitol-phosphate primase [EC:2.7.8.46]
tarL	0	0	0	0	0	0	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K18704	CDP-ribitolribitolphosphotransferase/teichoicacidribitol-phosphatepolymerase	2.7.8.14	2.7.8.47	NA	tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]
tarL	0	0	1	0	0	0	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K18704	CDP-ribitolribitolphosphotransferase/teichoicacidribitol-phosphatepolymerase	2.7.8.14	2.7.8.47	NA	tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]
tarL	0	0	0	0	0	1	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K18704	CDP-ribitolribitolphosphotransferase/teichoicacidribitol-phosphatepolymerase	2.7.8.14	2.7.8.47	NA	tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]
tarL	1	1	0	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K18704	CDP-ribitolribitolphosphotransferase/teichoicacidribitol-phosphatepolymerase	2.7.8.14	2.7.8.47	NA	tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]
tas	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tas	0	1	1	1	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
tatA	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	0	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	0	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatA	1	1	1	1	1	0	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03116	sec-independentproteintranslocaseproteinTatA	NA	NA	NA	tatA; sec-independent protein translocase protein TatA
tatB	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03117	sec-independentproteintranslocaseproteinTatB	NA	NA	NA	tatB; sec-independent protein translocase protein TatB
tatC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	0	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	0	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	0	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	Bacterial secretion system	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	1	1	1	1	Genetic information processing	Folding, sorting, and degradation	Protein export	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Secretion system	K03118	sec-independentproteintranslocaseproteinTatC	NA	NA	NA	tatC; sec-independent protein translocase protein TatC
tatD	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03424	TatDDNasefamilyprotein	3.1.21.-	NA	NA	tatD; TatD DNase family protein [EC:3.1.21.-]
tatD	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03424	TatDDNasefamilyprotein	3.1.21.-	NA	NA	tatD; TatD DNase family protein [EC:3.1.21.-]
tcaA	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K21463	membrane-associatedproteinTcaA	NA	NA	NA	tcaA; membrane-associated protein TcaA
tcaA	0	0	0	0	1	0	0	0	0	Not included in pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K21463	membrane-associatedproteinTcaA	NA	NA	NA	tcaA; membrane-associated protein TcaA
tcaA	1	1	1	1	1	1	1	1	0	Not included in pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K21463	membrane-associatedproteinTcaA	NA	NA	NA	tcaA; membrane-associated protein TcaA
tcaA	1	0	0	0	1	0	0	0	0	Not included in pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K21463	membrane-associatedproteinTcaA	NA	NA	NA	tcaA; membrane-associated protein TcaA
tcaR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K21454	MarRfamilytranscriptionalregulator,teicoplanin-associatedlocusregulator	NA	NA	NA	tcaR; MarR family transcriptional regulator, teicoplanin-associated locus regulator
tcdA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	tRNA biogenesis	K22132	tRNAthreonylcarbamoyladenosinedehydratase	NA	NA	NA	tcdA; tRNA threonylcarbamoyladenosine dehydratase
tcdA	0	0	0	0	0	0	0	1	0	Protein families: genetic information processing	Enzymes	tRNA biogenesis	K22132	tRNAthreonylcarbamoyladenosinedehydratase	NA	NA	NA	tcdA; tRNA threonylcarbamoyladenosine dehydratase
tcdA	1	0	0	0	0	0	0	0	1	Protein families: genetic information processing	Enzymes	tRNA biogenesis	K22132	tRNAthreonylcarbamoyladenosinedehydratase	NA	NA	NA	tcdA; tRNA threonylcarbamoyladenosine dehydratase
tcmH	1	0	0	1	1	1	1	1	0	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of type II polyketide products	K15969	tetracenomycinF1monooxygenase	1.13.12.21	NA	NA	tcmH; tetracenomycin F1 monooxygenase [EC:1.13.12.21]
tcrX	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrX	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrX	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrX	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrY	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrY	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrY	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcrY	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcyB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcyB	1	1	1	1	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcyC	0	1	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcyC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcyC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tcyJ	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K16956	L-cystinetransportsystemsubstrate-bindingprotein	NA	NA	NA	tcyJ; L-cystine transport system substrate-binding protein
tcyJ	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K16956	L-cystinetransportsystemsubstrate-bindingprotein	NA	NA	NA	tcyJ; L-cystine transport system substrate-binding protein
tcyL	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K16958	L-cystinetransportsystempermeaseprotein	NA	NA	NA	tcyL; L-cystine transport system permease protein
tcyL	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K16958	L-cystinetransportsystempermeaseprotein	NA	NA	NA	tcyL; L-cystine transport system permease protein
tcyP	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tdcF	1	0	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tdh	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Bacterial toxins	K11019	thermostabledirecthemolysin	NA	NA	NA	tdh; thermostable direct hemolysin
tdh	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Glycine, serine, and threonine metabolism	K00060	threonine3-dehydrogenase	1.1.1.103	NA	NA	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
tdk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tdk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tdk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tdk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tenA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	K03707	thiaminase(transcriptionalactivatorTenA)	3.5.99.2	NA	NA	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
tenI	1	1	1	1	1	1	1	1	0	Protein families: genetic information processing	Enzymes	Transcription factors	K10810	thiazoletautomerase(transcriptionalregulatorTenI)	5.3.99.10	NA	NA	tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]
tenI	1	1	1	1	1	1	1	1	0	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	K10810	thiazoletautomerase(transcriptionalregulatorTenI)	5.3.99.10	NA	NA	tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]
tesB	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Lipid biosynthesis proteins	K10805	acyl-CoAthioesteraseII	3.1.2.-	NA	NA	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
tesB	1	1	1	1	1	1	1	1	1	Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids	K10805	acyl-CoAthioesteraseII	3.1.2.-	NA	NA	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
tesB	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Lipid biosynthesis proteins	K10805	acyl-CoAthioesteraseII	3.1.2.-	NA	NA	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
tesB	1	1	1	1	1	1	1	1	1	Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids	K10805	acyl-CoAthioesteraseII	3.1.2.-	NA	NA	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
tetA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Antimicrobial resistance genes	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Antimicrobial resistance genes	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	0	1	1	1	0	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Antimicrobial resistance genes	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	0	1	1	1	0	1	1	1	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	0	0	0	0	0	0	1	0	0	Protein families: signaling and cellular processes	Enzymes	Antimicrobial resistance genes	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	0	0	0	0	0	0	1	0	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Antimicrobial resistance genes	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K08151	MFStransporter,DHA1family,tetracyclineresistanceprotein	NA	NA	NA	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
tetD	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K19056	AraCfamilytranscriptionalregulator,transposonTn10TetDprotein	NA	NA	NA	tetD; AraC family transcriptional regulator, transposon Tn10 TetD protein
tetD	1	1	1	1	1	0	1	1	0	Protein families: genetic information processing	Enzymes	Transcription factors	K19056	AraCfamilytranscriptionalregulator,transposonTn10TetDprotein	NA	NA	NA	tetD; AraC family transcriptional regulator, transposon Tn10 TetD protein
tetR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K18476	TetR/AcrRfamilytranscriptionalregulator,tetracyclinerepressorprotein	NA	NA	NA	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
tetR	0	0	0	0	1	0	0	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K18476	TetR/AcrRfamilytranscriptionalregulator,tetracyclinerepressorprotein	NA	NA	NA	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
tetR	0	0	0	0	0	0	1	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K18476	TetR/AcrRfamilytranscriptionalregulator,tetracyclinerepressorprotein	NA	NA	NA	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
