Gene	genome	locus_tag	ftype	bp	EC.x	COG	KO	product
czcD	SEQ_908_10	MOFHFCGN_02676	CDS	972		COG1230	K14688 	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
czrA	SEQ_341_10	FAGDNHIP_02329	CDS	297		COG0640	K21961	HTH-type transcriptional repressor CzrA
dhbA	Brevi_JB5.fa	ADMANBBD_02076	CDS	777	1.3.1.28	COG1028	K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
dhbB	Brevi_JB5.fa	ADMANBBD_02075	CDS	651	3.3.2.1	COG1535	K01252	Isochorismatase
dpnA	Brevi_900_6.fa	LDOPIMGM_00169	CDS	780	2.1.1.72		K06223	Modification methylase DpnIIB
drrA	Brevi_908_7.fa	EBMLHIBA_00965	CDS	966	3.6.3.-	COG1131	K01990	Doxorubicin resistance ATP-binding protein DrrA
dsrE2	SEQ_BC9	EPECHOLL_02075	CDS	1062		COG2210	K06039	Sulfur carrier protein DsrE2
emrB	SEQ_862_5	HGOKLDLI_00821	CDS	1899			K03446	Multidrug export protein EmrB
epsH	SEQ_BC9	EPECHOLL_02174	CDS	1893	2.4.-.-	COG0463	K02457	Putative glycosyltransferase EpsH
fhuD	SEQ_908_10	MOFHFCGN_01620	CDS	900		COG0614	K02016	Iron(3+)-hydroxamate-binding protein FhuD
fmtA	SEQ_947_12	IFGBOHMA_01611	CDS	798		COG1680	K02014	Protein FmtA
fucP	SEQ_BC9	EPECHOLL_02846	CDS	1317		COG0738	K02429	L-fucose-proton symporter
fucU	Brachy_947_11.fa	DNNBHHGK_02386	CDS	423	5.1.3.29	COG4154	K02431	L-fucose mutarotase
gshAB	Brevi_JB5.fa	ADMANBBD_01021	CDS	1053			K01919	Glutathione biosynthesis bifunctional protein GshAB
hindIIIM	Brevi_JB5.fa	ADMANBBD_01169	CDS	1083	2.1.1.72		K00571	Modification methylase HindIII
hmuT	Brevi_900_6.fa	LDOPIMGM_00222	CDS	1032		COG4558	K02016	Hemin-binding periplasmic protein HmuT
hxlR	SEQ_341_10	FAGDNHIP_02605	CDS	354		COG1733	K21961	HTH-type transcriptional activator HxlR
idnD	Brachy_962_10.fa	MCMEOHNO_00836	CDS	1005	1.1.1.264	COG1063	K00098	L-idonate 5-dehydrogenase (NAD(P)(+))
kdsD	SEQ_BC9	EPECHOLL_02848	CDS	603	5.3.1.13	COG0517	K06041	Arabinose 5-phosphate isomerase KdsD
lagD	SEQ_862_5	HGOKLDLI_02107	CDS	2151	3.4.22.-		K13409 	Lactococcin-G-processing and transport ATP-binding protein LagD
lcdH	SEQ_738_7	BGMKIKPO_01067	CDS	468	1.1.1.108		K07107	L-carnitine dehydrogenase
lcfB	Brevi_962_8.fa	AGDBFNGI_03717	CDS	1542	6.2.1.3	COG0318	K02182	Long-chain-fatty-acid--CoA ligase
lipV	Brevi_JB5.fa	ADMANBBD_01059	CDS	879	3.1.1.1		K19311	Lipase LipV
lytR	Brevi_JB5.fa	ADMANBBD_02362	CDS	924			K02477	Transcriptional regulator LytR
malT	Brevi_JB5.fa	ADMANBBD_02594	CDS	2580			K21961	HTH-type transcriptional regulator MalT
mmgC	Brevi_947_7.fa	IOFEINNK_00039	CDS	1179	1.3.99.-	COG1960	K00253	Acyl-CoA dehydrogenase
nap	SEQ_BC9	EPECHOLL_02137	CDS	822	3.1.1.1	COG0596	K15743	putative carboxylesterase nap
nfdA	Brevi_900_6.fa	LDOPIMGM_01609	CDS	1650	3.5.1.91		K07047	N-substituted formamide deformylase
nhaX	SEQ_862_5	HGOKLDLI_01465	CDS	414		COG0589	K20645 	Stress response protein NhaX
nnr	Brevi_947_7.fa	IOFEINNK_02437	CDS	1650		COG0062	K17758	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
nshR	Brevi_JB5.fa	ADMANBBD_02598	CDS	630	2.1.1.230		K05926	23S rRNA (adenosine(1067)-2'-O)-methyltransferase
nupC	SEQ_862_5	HGOKLDLI_02539	CDS	1215		COG1972	K11535	Nucleoside permease NupC
outO	SEQ_BC9	EPECHOLL_00940	CDS	705			K02506	Type 4 prepilin-like proteins leader peptide-processing enzyme
paaF	Brevi_JB5.fa	ADMANBBD_02412	CDS	819	4.2.1.17	COG1024	K01692	2,3-dehydroadipyl-CoA hydratase
paiA	SEQ_BC9	EPECHOLL_00289	CDS	501	2.3.1.57	COG0454	K00657	Spermidine/spermine N(1)-acetyltransferase
pepT	SEQ_900_4	LKFOIOBI_02265	CDS	1233	3.4.11.4	COG2195	K01258	Peptidase T
pigC	Brevi_908_7.fa	EBMLHIBA_02468	CDS	2514	6.4.-.-		K21787	Prodigiosin synthesizing transferase PigC
pikAV	Brevi_JB5.fa	ADMANBBD_02040	CDS	813	3.1.2.-		K05374	Thioesterase PikA5
rafB	SEQ_BC9	EPECHOLL_00943	CDS	1260			K02532	Raffinose permease
rbn	SEQ_BC9	EPECHOLL_00456	CDS	399	3.1.26.11		K00784	Ribonuclease BN
rbsK/rbiA	SEQ_962_6	PIPEENFB_02395	CDS	915			K00852	Bifunctional ribokinase/ribose-5-phosphate isomerase A
recT	SEQ_BC9	EPECHOLL_01321	CDS	816		COG3723	K07455	Protein RecT
recU	SEQ_947_12	IFGBOHMA_00779	CDS	627	3.1.22.-		K15078	Holliday junction resolvase RecU
rghR	SEQ_BC9	EPECHOLL_01329	CDS	390			K21961	HTH-type transcriptional repressor RghR
sacA	Brevi_JB5.fa	ADMANBBD_01010	CDS	1143	5.1.3.14		K01791	UDP-N-acetylglucosamine 2-epimerase
shdC	SEQ_BC9	EPECHOLL_01225	CDS	1431	4.1.1.-		K13727	Phenolic acid decarboxylase subunit C
sle1	SEQ_908_10	MOFHFCGN_00109	CDS	813	3.5.1.28	COG1388	K03806	N-acetylmuramoyl-L-alanine amidase sle1
srfAD	SEQ_BC9	EPECHOLL_02595	CDS	696	3.1.2.-	COG3208	K05374	Surfactin synthase thioesterase subunit
svp	Brevi_JB5.fa	ADMANBBD_02042	CDS	675	2.7.8.7		K00997	4'-phosphopantetheinyl transferase Svp
thyA2	Brevi_JB5.fa	ADMANBBD_03732	CDS	1008	2.1.1.45	COG0207	K00560	Thymidylate synthase 2
traI	Brevi_908_7.fa	EBMLHIBA_02437	CDS	3873			K03195	Multifunctional conjugation protein TraI
ucpA	Brachy_900_8.fa	LJFCBDKD_02818	CDS	879	1.-.-.-		K18337	Oxidoreductase UcpA
uidA	SEQ_900_4	LKFOIOBI_00321	CDS	1794	3.2.1.31	COG3250	K01195	Beta-glucuronidase
yadG	Brachy_JB7.fa	NGPGJBKC_00520	CDS	930		COG1131	K01990	putative ABC transporter ATP-binding protein YadG
ycgJ	Brevi_900_6.fa	LDOPIMGM_00101	CDS	783	2.1.1.-		K06219	putative methyltransferase YcgJ
ydcV	SEQ_876_5	IGOCDMGC_01686	CDS	810			K02053	Inner membrane ABC transporter permease protein YdcV
ydeA	SEQ_738_7	BGMKIKPO_00827	CDS	630	3.2.-.-	COG0693	K08159	putative protease YdeA
ygfF	Brevi_JB5.fa	ADMANBBD_00273	CDS	798	1.-.-.-		K00059	putative oxidoreductase YgfF
yhaZ	Brevi_JB5.fa	ADMANBBD_02541	CDS	363		COG4335	NA	putative protein YhaZ
yidC	Brachy_947_11.fa	DNNBHHGK_02500	CDS	1107		COG0706	K03217	Membrane protein insertase YidC
yknY	Brachy_947_11.fa	DNNBHHGK_00404	CDS	822	3.6.3.-	COG1136	K02003 	putative ABC transporter ATP-binding protein YknY
yqbO	SEQ_876_5	IGOCDMGC_00370	CDS	5136		COG3953	K07483	putative protein YqbO
yueB	Brachy_JB7.fa	NGPGJBKC_02942	CDS	2607		COG1511	K03466	ESX secretion system protein YueB
ywle	Brevi_JB5.fa	ADMANBBD_02587	CDS	618	3.9.1.2		K20201	Protein-arginine-phosphatase
ywqD	Brachy_862_8.fa	FOMIDEFL_00082	CDS	1641	2.7.10.2	COG0489	K17510	Tyrosine-protein kinase YwqD
yydK	SEQ_962_6	PIPEENFB_01502	CDS	702		COG2188	K21961	putative HTH-type transcriptional regulator YydK
zipA	SEQ_BC9	EPECHOLL_02613	CDS	606			K03528 	Cell division protein ZipA
zntR	SEQ_BC9	EPECHOLL_01801	CDS	732		COG0789	K21961	HTH-type transcriptional regulator ZntR
bsdD	SEQ_BC9	EPECHOLL_01224	CDS	228	4.1.1.-		K21759	Phenolic acid decarboxylase subunit D
mntA	SEQ_947_12	IFGBOHMA_01052	CDS	933		COG0803	K19973	Manganese-binding lipoprotein MntA
dauA	Brevi_738_8.fa	MCCDGJGB_00966	CDS	1695		COG0659	K19746	C4-dicarboxylic acid transporter DauA
bcrC	SEQ_BC9	EPECHOLL_01799	CDS	507	3.6.1.27	COG0671	K19302	Undecaprenyl-diphosphatase BcrC
prmC	Brevi_738_8.fa	MCCDGJGB_02034	CDS	879	2.1.1.297	COG2890	K18224	Release factor glutamine methyltransferase
pht4	SEQ_BC9	EPECHOLL_01170	CDS	1008	1.-.-.-		K18067	Putative 4,5-dihydroxyphthalate dehydrogenase
glpQ	Brevi_738_8.fa	MCCDGJGB_02579	CDS	801	3.1.4.46	COG0584	K17323	Glycerophosphodiester phosphodiesterase
psuG	SEQ_BC9	EPECHOLL_00789	CDS	912	4.2.1.70	COG2313	K16329	Pseudouridine-5'-phosphate glycosidase
psuK	SEQ_BC9	EPECHOLL_00790	CDS	1110	2.7.1.83	COG0524	K16328	Pseudouridine kinase
oppD	Brevi_962_8.fa	AGDBFNGI_00583	CDS	795		COG0444	K15583	Oligopeptide transport ATP-binding protein OppD
oppD	Brevi_962_8.fa	AGDBFNGI_00583	CDS	795		COG0444	K15583	Oligopeptide transport ATP-binding protein OppD
mntA	SEQ_947_12	IFGBOHMA_01052	CDS	933		COG0803	K11603	Manganese-binding lipoprotein MntA
mntA	SEQ_947_12	IFGBOHMA_01052	CDS	933		COG0803	K11603	Manganese-binding lipoprotein MntA
natA	Brachy_900_8.fa	LJFCBDKD_02158	CDS	996		COG4555	K09697	ABC transporter ATP-binding protein NatA
natA	Brachy_900_8.fa	LJFCBDKD_02158	CDS	996		COG4555	K09697	ABC transporter ATP-binding protein NatA
tagH	Brevi_947_7.fa	IOFEINNK_02546	CDS	1311	3.6.3.40	COG1134	K09693	Teichoic acids export ATP-binding protein TagH
yjjG	Brachy_JB7.fa	NGPGJBKC_03307	CDS	675	3.1.3.5	COG1011	K08723	Pyrimidine 5'-nucleotidase YjjG
yjjG	Brachy_JB7.fa	NGPGJBKC_03307	CDS	675	3.1.3.5	COG1011	K08723	Pyrimidine 5'-nucleotidase YjjG
yjjG	Brachy_JB7.fa	NGPGJBKC_03307	CDS	675	3.1.3.5	COG1011	K08723	Pyrimidine 5'-nucleotidase YjjG
dhbE	Brevi_962_8.fa	AGDBFNGI_02625	CDS	1689	6.3.2.-	COG1021	K06122	2,3-dihydroxybenzoate-AMP ligase
macB	Brevi_862_7.fa	GGCDANDK_03615	CDS	1197	3.6.3.-	COG0577	K05685	Macrolide export ATP-binding/permease protein MacB
mbtB	Brevi_JB5.fa	ADMANBBD_02038	CDS	5487	6.3.2.-	COG1020	K04788	Phenyloxazoline synthase MbtB
iucA	SEQ_BC9	EPECHOLL_02722	CDS	1728	6.3.2.38	COG4264	K03894	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
uvrA	Brevi_900_6.fa	LDOPIMGM_02333	CDS	2382		COG0178	K03701	UvrABC system protein A
recD	SEQ_BC9	EPECHOLL_02201	CDS	3189	3.1.11.5		K03581	RecBCD enzyme subunit RecD
acdA	Brevi_947_7.fa	IOFEINNK_03053	CDS	1200	1.3.99.-	COG1960	K01905	Acyl-CoA dehydrogenase
acdA	Brevi_947_7.fa	IOFEINNK_03053	CDS	1200	1.3.99.-	COG1960	K01905	Acyl-CoA dehydrogenase
acdA	Brevi_947_7.fa	IOFEINNK_03053	CDS	1200	1.3.99.-	COG1960	K01905	Acyl-CoA dehydrogenase
lysA	Brevi_908_7.fa	EBMLHIBA_00192	CDS	1542	4.1.1.20	COG0019	K01586	Diaminopimelate decarboxylase
hipO	Brevi_908_7.fa	EBMLHIBA_01782	CDS	1224	3.5.1.32	COG1473	K01451	Hippurate hydrolase
plsC	Brevi_900_6.fa	LDOPIMGM_02103	CDS	789	2.3.1.-	COG0204	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase
plsC	Brevi_900_6.fa	LDOPIMGM_02103	CDS	789	2.3.1.-	COG0204	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase
proC	Brachy_947_11.fa	DNNBHHGK_01380	CDS	891	1.5.1.2	COG0345	K00286	Pyrroline-5-carboxylate reductase
