Genome,Annotation_method,type,start,end,ID,eC_number,Name,dbxref,gene,inference,locus_tag,product
SEQ_876_5_3,Prodigal:2.6,CDS,32482,32853,ID=IIFCLKFN_07458,Name=yjbI,dbxref=COG:COG2346,gene=yjbI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31607,locus_tag=IIFCLKFN_07458,product=Group 2 truncated hemoglobin YjbI,NA
SEQ_876_5_4,Aragorn:1.2,tRNA,152209,152280,ID=IIFCLKFN_07796,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IIFCLKFN_07796,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_876_5_4,Aragorn:1.2,tRNA,187042,187113,ID=IIFCLKFN_07842,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IIFCLKFN_07842,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_876_5_4,Aragorn:1.2,tRNA,187367,187440,ID=IIFCLKFN_07845,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IIFCLKFN_07845,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_876_5_4,Aragorn:1.2,tRNA,187467,187541,ID=IIFCLKFN_07846,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IIFCLKFN_07846,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_876_5_6,Prodigal:2.6,CDS,86098,87321,ID=IIFCLKFN_07942,Name=mntH_5,dbxref=COG:COG1914,gene=mntH_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RPF4,locus_tag=IIFCLKFN_07942,product=Divalent metal cation transporter MntH,NA
SEQ_876_5_7,Prodigal:2.6,CDS,31254,32045,ID=IIFCLKFN_07990,Name=nirQ,dbxref=COG:COG0714,gene=nirQ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02441,locus_tag=IIFCLKFN_07990,product=Denitrification regulatory protein NirQ,NA
SEQ_876_5_7,Prodigal:2.6,CDS,76981,77667,ID=IIFCLKFN_08037,Name=dnaD,dbxref=COG:COG3935,gene=dnaD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39787,locus_tag=IIFCLKFN_08037,product=DNA replication protein DnaD,NA
SEQ_876_5_7,Prodigal:2.6,CDS,290127,291521,ID=IIFCLKFN_08246,Name=dnaB_3,dbxref=COG:COG3611,gene=dnaB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07908,locus_tag=IIFCLKFN_08246,product=Replication initiation and membrane attachment protein,NA
SEQ_876_5_9,Prodigal:2.6,CDS,26584,27357,ID=IIFCLKFN_08346,Name=dnaC_1,dbxref=COG:COG1484,gene=dnaC_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEF0,locus_tag=IIFCLKFN_08346,product=DNA replication protein DnaC,NA
SEQ_876_5_9,Prodigal:2.6,CDS,176289,177134,ID=IIFCLKFN_08495,Name=tagG_4,dbxref=COG:COG1682,gene=tagG_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=IIFCLKFN_08495,product=Teichoic acid translocation permease protein TagG,NA
SEQ_876_5_12,Prodigal:2.6,CDS,353,1675,ID=IIFCLKFN_08585,Name=mntH_6,gene=mntH_6,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=IIFCLKFN_08585,product=Divalent metal cation transporter MntH,NA,NA
SEQ_876_5_14,Prodigal:2.6,CDS,210661,211473,ID=IIFCLKFN_08863,eC_number=1.13.11.2,Name=catE_3,dbxref=COG:COG2514,gene=catE_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=IIFCLKFN_08863,product=Catechol-2%2C3-dioxygenase
SEQ_876_5_16,Prodigal:2.6,CDS,10059,11297,ID=IIFCLKFN_09106,eC_number=2.1.1.37,Name=banIM,gene=banIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19888,locus_tag=IIFCLKFN_09106,product=Modification methylase BanI,NA
SEQ_876_5_16,Prodigal:2.6,CDS,75881,77284,ID=IIFCLKFN_09160,eC_number=3.6.4.12,Name=dnaC_2,dbxref=COG:COG0305,gene=dnaC_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=IIFCLKFN_09160,product=Replicative DNA helicase
SEQ_876_5_16,Prodigal:2.6,CDS,92675,93790,ID=IIFCLKFN_09172,Name=recF_3,dbxref=COG:COG1195,gene=recF_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=IIFCLKFN_09172,product=DNA replication and repair protein RecF,NA
SEQ_876_5_16,Prodigal:2.6,CDS,95924,97291,ID=IIFCLKFN_09174,Name=dnaA_3,gene=dnaA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P68866,locus_tag=IIFCLKFN_09174,product=Chromosomal replication initiator protein DnaA,NA,NA
SEQ_876_5_16,Prodigal:2.6,CDS,98827,100209,ID=IIFCLKFN_09177,eC_number=3.6.-.-,Name=mnmE_2,dbxref=COG:COG0486,gene=mnmE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YN91,locus_tag=IIFCLKFN_09177,product=tRNA modification GTPase MnmE
SEQ_876_5_16,Prodigal:2.6,CDS,100226,102103,ID=IIFCLKFN_09178,Name=mnmG,gene=mnmG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64230,locus_tag=IIFCLKFN_09178,product=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,NA,NA
SEQ_876_5_22,Prodigal:2.6,CDS,47882,48334,ID=IIFCLKFN_09411,eC_number=2.8.1.12,Name=moaE,gene=moaE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65401,locus_tag=IIFCLKFN_09411,product=Molybdopterin synthase catalytic subunit,NA
SEQ_876_5_28,Prodigal:2.6,CDS,30832,31626,ID=IIFCLKFN_09737,eC_number=1.13.11.2,Name=catE_4,dbxref=COG:COG2514,gene=catE_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=IIFCLKFN_09737,product=Catechol-2%2C3-dioxygenase
SEQ_876_5_30,Prodigal:2.6,CDS,37016,38047,ID=IIFCLKFN_09837,eC_number=2.1.3.3,Name=arcB_2,gene=arcB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65602,locus_tag=IIFCLKFN_09837,product=Ornithine carbamoyltransferase%2C catabolic,NA
SEQ_876_5_42,Prodigal:2.6,CDS,611,1183,ID=IIFCLKFN_10123,Name=repB,gene=repB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13921,locus_tag=IIFCLKFN_10123,product=Replication protein RepB,NA,NA
Brachy_900_8_2,Aragorn:1.2,tRNA,22691,22767,ID=BOFCGCOL_00096,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_00096,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_900_8_3,Prodigal:2.6,CDS,29205,30629,ID=BOFCGCOL_00237,Name=mntH_1,gene=mntH_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00221,locus_tag=BOFCGCOL_00237,product=Divalent metal cation transporter MntH,NA,NA
Brachy_900_8_6,Prodigal:2.6,CDS,120516,121661,ID=BOFCGCOL_00538,eC_number=2.1.1.37,Name=haeIIIM_1,gene=haeIIIM_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=BOFCGCOL_00538,product=Modification methylase HaeIII,NA
Brachy_900_8_6,Prodigal:2.6,CDS,213671,214621,ID=BOFCGCOL_00616,eC_number=1.13.11.2,Name=catE_1,dbxref=COG:COG2514,gene=catE_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=BOFCGCOL_00616,product=Catechol-2%2C3-dioxygenase
Brachy_900_8_9,Prodigal:2.6,CDS,38218,38658,ID=BOFCGCOL_00764,Name=glbO_1,dbxref=COG:COG2346,gene=glbO_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=BOFCGCOL_00764,product=Group 2 truncated hemoglobin GlbO,NA
Brachy_900_8_9,Prodigal:2.6,CDS,207114,208433,ID=BOFCGCOL_00916,Name=mntH_2,dbxref=COG:COG1914,gene=mntH_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RTP8,locus_tag=BOFCGCOL_00916,product=Divalent metal cation transporter MntH,NA
Brachy_900_8_9,Prodigal:2.6,CDS,232409,233320,ID=BOFCGCOL_00937,Name=czcD_1,gene=czcD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13512,locus_tag=BOFCGCOL_00937,product=Metal cation efflux system protein CzcD,NA,NA
Brachy_900_8_9,Prodigal:2.6,CDS,361953,362441,ID=BOFCGCOL_01055,eC_number=2.-.-.-,Name=moaE2_1,dbxref=COG:COG0314,gene=moaE2_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=BOFCGCOL_01055,product=Molybdopterin synthase catalytic subunit 2
Brachy_900_8_13,Prodigal:2.6,CDS,7232,8557,ID=BOFCGCOL_01464,Name=rarA_1,dbxref=COG:COG2256,gene=rarA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=BOFCGCOL_01464,product=Replication-associated recombination protein A,NA
Brachy_900_8_13,Prodigal:2.6,CDS,58517,60229,ID=BOFCGCOL_01507,eC_number=3.6.-.-,Name=mnmE_1,gene=mnmE_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00379,locus_tag=BOFCGCOL_01507,product=tRNA modification GTPase MnmE,NA
Brachy_900_8_18,Prodigal:2.6,CDS,52422,53828,ID=BOFCGCOL_01778,eC_number=3.6.4.12,Name=dnaB_1,dbxref=COG:COG0305,gene=dnaB_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=BOFCGCOL_01778,product=Replicative DNA helicase
Brachy_900_8_21,Aragorn:1.2,tRNA,105529,105605,ID=BOFCGCOL_02159,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_02159,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_900_8_21,Prodigal:2.6,CDS,308709,310055,ID=BOFCGCOL_02330,eC_number=3.1.1.24,Name=catD_1,dbxref=COG:COG0596,gene=catD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=BOFCGCOL_02330,product=3-oxoadipate enol-lactonase 2
Brachy_900_8_21,Aragorn:1.2,tRNA,470784,470858,ID=BOFCGCOL_02473,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_02473,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_900_8_30,Prodigal:2.6,CDS,44623,46320,ID=BOFCGCOL_02712,Name=dnaA_1,gene=dnaA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZH75,locus_tag=BOFCGCOL_02712,product=Chromosomal replication initiator protein DnaA,NA,NA
Brachy_900_8_30,Prodigal:2.6,CDS,47982,49247,ID=BOFCGCOL_02714,Name=recF_1,dbxref=COG:COG1195,gene=recF_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=BOFCGCOL_02714,product=DNA replication and repair protein RecF,NA
Brachy_900_8_32,Aragorn:1.2,tRNA,7235,7309,ID=BOFCGCOL_02857,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_02857,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_900_8_32,Prodigal:2.6,CDS,56795,57742,ID=BOFCGCOL_02897,Name=tagG_1,dbxref=COG:COG1682,gene=tagG_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=BOFCGCOL_02897,product=Teichoic acid translocation permease protein TagG,NA
Brevi_900_6,Prodigal:2.6,CDS,6612,7955,ID=BOFCGCOL_03641,Name=rarA_2,dbxref=COG:COG2256,gene=rarA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=BOFCGCOL_03641,product=Replication-associated recombination protein A,NA
Brevi_900_6,Prodigal:2.6,CDS,112179,113453,ID=BOFCGCOL_03732,Name=mntH_3,dbxref=COG:COG1914,gene=mntH_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WIZ5,locus_tag=BOFCGCOL_03732,product=Divalent metal cation transporter MntH,NA
Brevi_900_6,Prodigal:2.6,CDS,194053,194832,ID=BOFCGCOL_03803,eC_number=2.1.1.72,Name=dpnA,gene=dpnA,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09358,locus_tag=BOFCGCOL_03803,product=Modification methylase DpnIIB,NA
Brevi_900_6,Prodigal:2.6,CDS,194825,195880,ID=BOFCGCOL_03804,eC_number=2.1.1.37,Name=haeIIIM_2,gene=haeIIIM_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=BOFCGCOL_03804,product=Modification methylase HaeIII,NA
Brevi_900_6_4,Prodigal:2.6,CDS,99799,100296,ID=BOFCGCOL_04017,eC_number=1.-.-.-,Name=catD_2,dbxref=COG:COG2259,gene=catD_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54720,locus_tag=BOFCGCOL_04017,product=Putative oxidoreductase CatD
Brevi_900_6_4,Prodigal:2.6,CDS,394057,395670,ID=BOFCGCOL_04301,Name=pucR_1,dbxref=COG:COG2508,gene=pucR_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=BOFCGCOL_04301,product=Purine catabolism regulatory protein,NA
Brevi_900_6_5,Prodigal:2.6,CDS,17576,18886,ID=BOFCGCOL_04493,Name=mntH_4,dbxref=COG:COG1914,gene=mntH_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P96593,locus_tag=BOFCGCOL_04493,product=Divalent metal cation transporter MntH,NA
Brevi_900_6_5,Prodigal:2.6,CDS,28176,28538,ID=BOFCGCOL_04505,Name=pucR_2,dbxref=COG:COG2508,gene=pucR_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=BOFCGCOL_04505,product=Purine catabolism regulatory protein,NA
Brevi_900_6_5,Prodigal:2.6,CDS,276193,277317,ID=BOFCGCOL_04737,Name=recF_2,dbxref=COG:COG1195,gene=recF_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=BOFCGCOL_04737,product=DNA replication and repair protein RecF,NA
Brevi_900_6_5,Prodigal:2.6,CDS,278999,280633,ID=BOFCGCOL_04739,Name=dnaA_2,dbxref=COG:COG0593,gene=dnaA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0R7K1,locus_tag=BOFCGCOL_04739,product=Chromosomal replication initiator protein DnaA,NA
Brevi_900_6_5,Prodigal:2.6,CDS,318973,320283,ID=BOFCGCOL_04772,eC_number=3.6.4.12,Name=dnaB_2,dbxref=COG:COG0305,gene=dnaB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=BOFCGCOL_04772,product=Replicative DNA helicase
Brevi_900_6_7,Aragorn:1.2,tRNA,705,781,ID=BOFCGCOL_04836,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_04836,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_900_6_7,Prodigal:2.6,CDS,292124,293605,ID=BOFCGCOL_05109,Name=hpcE,dbxref=COG:COG0179,gene=hpcE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37352,locus_tag=BOFCGCOL_05109,product=Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,NA
Brevi_900_6_7,Prodigal:2.6,CDS,335824,336624,ID=BOFCGCOL_05151,eC_number=1.13.11.3,Name=pcaH,dbxref=COG:COG3485,gene=pcaH,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00437,locus_tag=BOFCGCOL_05151,product=Protocatechuate 3%2C4-dioxygenase beta chain
Brevi_900_6_7,Prodigal:2.6,CDS,336617,337189,ID=BOFCGCOL_05152,eC_number=1.13.11.3,Name=pcaG,dbxref=COG:COG3485,gene=pcaG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20371,locus_tag=BOFCGCOL_05152,product=Protocatechuate 3%2C4-dioxygenase alpha chain
Brevi_900_6_7,Prodigal:2.6,CDS,338654,339952,ID=BOFCGCOL_05154,eC_number=3.1.1.24,Name=catD_3,dbxref=COG:COG0596,gene=catD_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=BOFCGCOL_05154,product=3-oxoadipate enol-lactonase 2
Brevi_900_6_7,Prodigal:2.6,CDS,392816,393115,ID=BOFCGCOL_05203,eC_number=5.3.3.4,Name=catC,dbxref=COG:COG4829,gene=catC,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P80573,locus_tag=BOFCGCOL_05203,product=Muconolactone Delta-isomerase
Brevi_900_6_9,Prodigal:2.6,CDS,4039,4992,ID=BOFCGCOL_05408,eC_number=1.13.11.2,Name=catE_2,dbxref=COG:COG2514,gene=catE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=BOFCGCOL_05408,product=Catechol-2%2C3-dioxygenase
Brevi_900_6_9,Prodigal:2.6,CDS,48801,50393,ID=BOFCGCOL_05445,eC_number=1.8.5.-,Name=msrP_1,dbxref=COG:COG2041,gene=msrP_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=BOFCGCOL_05445,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_900_6_9,Prodigal:2.6,CDS,65980,67305,ID=BOFCGCOL_05457,Name=mntH_5,gene=mntH_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=BOFCGCOL_05457,product=Divalent metal cation transporter MntH,NA,NA
Brevi_900_6_12,Prodigal:2.6,CDS,8432,10060,ID=BOFCGCOL_05592,eC_number=2.2.1.6,Name=budB,dbxref=COG:COG0028,gene=budB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27696,locus_tag=BOFCGCOL_05592,product=Acetolactate synthase%2C catabolic
Brevi_900_6_13,Prodigal:2.6,CDS,7250,7651,ID=BOFCGCOL_05781,Name=glbO_2,dbxref=COG:COG2346,gene=glbO_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=BOFCGCOL_05781,product=Group 2 truncated hemoglobin GlbO,NA
Brevi_900_6_13,Aragorn:1.2,tRNA,65306,65380,ID=BOFCGCOL_05837,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_05837,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_900_6_13,Aragorn:1.2,tRNA,65595,65669,ID=BOFCGCOL_05838,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_05838,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_900_6_13,Prodigal:2.6,CDS,126280,127047,ID=BOFCGCOL_05887,eC_number=3.1.1.24,Name=catD_4,dbxref=COG:COG0596,gene=catD_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=BOFCGCOL_05887,product=3-oxoadipate enol-lactonase 2
Brevi_900_6_15,Prodigal:2.6,CDS,13030,13452,ID=BOFCGCOL_06316,eC_number=2.-.-.-,Name=moaE2_5,dbxref=COG:COG0314,gene=moaE2_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=BOFCGCOL_06316,product=Molybdopterin synthase catalytic subunit 2
Brevi_900_6_15,Aragorn:1.2,tRNA,36442,36518,ID=BOFCGCOL_06341,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_06341,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_900_6_20,Prodigal:2.6,CDS,43708,44520,ID=BOFCGCOL_06770,eC_number=2.8.3.6,Name=catJ,gene=catJ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF2,locus_tag=BOFCGCOL_06770,product=3-oxoadipate CoA-transferase subunit B,NA
Brevi_900_6_20,Prodigal:2.6,CDS,44517,45431,ID=BOFCGCOL_06771,eC_number=2.8.3.6,Name=catI,gene=catI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF3,locus_tag=BOFCGCOL_06771,product=3-oxoadipate CoA-transferase subunit A,NA
Brevi_900_6_25,Prodigal:2.6,CDS,50313,51896,ID=BOFCGCOL_06937,eC_number=1.8.5.-,Name=msrP_2,dbxref=COG:COG2041,gene=msrP_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=BOFCGCOL_06937,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_900_6_34,Prodigal:2.6,CDS,11108,12007,ID=BOFCGCOL_07192,Name=tagG_2,dbxref=COG:COG1682,gene=tagG_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=BOFCGCOL_07192,product=Teichoic acid translocation permease protein TagG,NA
Brevi_900_6_34,Prodigal:2.6,CDS,33801,34658,ID=BOFCGCOL_07206,Name=tagG_3,dbxref=COG:COG1682,gene=tagG_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=BOFCGCOL_07206,product=Teichoic acid translocation permease protein TagG,NA
Brevi_900_6_43,Prodigal:2.6,CDS,5056,5988,ID=BOFCGCOL_07269,Name=czcD_3,gene=czcD_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13512,locus_tag=BOFCGCOL_07269,product=Metal cation efflux system protein CzcD,NA,NA
SEQ_900_4,Prodigal:2.6,CDS,166062,167093,ID=BOFCGCOL_07492,eC_number=2.1.3.3,Name=arcB_2,gene=arcB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65602,locus_tag=BOFCGCOL_07492,product=Ornithine carbamoyltransferase%2C catabolic,NA
SEQ_900_4,Prodigal:2.6,CDS,322092,322904,ID=BOFCGCOL_07635,eC_number=1.13.11.2,Name=catE_3,dbxref=COG:COG2514,gene=catE_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=BOFCGCOL_07635,product=Catechol-2%2C3-dioxygenase
SEQ_900_4,Prodigal:2.6,CDS,588169,588621,ID=BOFCGCOL_07885,eC_number=2.8.1.12,Name=moaE,gene=moaE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65401,locus_tag=BOFCGCOL_07885,product=Molybdopterin synthase catalytic subunit,NA
SEQ_900_4_2,Prodigal:2.6,CDS,48146,48946,ID=BOFCGCOL_08006,Name=tagG_4,dbxref=COG:COG1682,gene=tagG_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=BOFCGCOL_08006,product=Teichoic acid translocation permease protein TagG,NA
SEQ_900_4_2,Prodigal:2.6,CDS,90777,92654,ID=BOFCGCOL_08048,Name=mnmG,gene=mnmG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64230,locus_tag=BOFCGCOL_08048,product=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,NA,NA
SEQ_900_4_2,Prodigal:2.6,CDS,92671,94053,ID=BOFCGCOL_08049,eC_number=3.6.-.-,Name=mnmE_2,dbxref=COG:COG0486,gene=mnmE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YN91,locus_tag=BOFCGCOL_08049,product=tRNA modification GTPase MnmE
SEQ_900_4_2,Prodigal:2.6,CDS,95592,96959,ID=BOFCGCOL_08053,Name=dnaA_3,gene=dnaA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P68866,locus_tag=BOFCGCOL_08053,product=Chromosomal replication initiator protein DnaA,NA,NA
SEQ_900_4_2,Prodigal:2.6,CDS,99094,100209,ID=BOFCGCOL_08055,Name=recF_3,dbxref=COG:COG1195,gene=recF_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=BOFCGCOL_08055,product=DNA replication and repair protein RecF,NA
SEQ_900_4_2,Prodigal:2.6,CDS,115600,117003,ID=BOFCGCOL_08067,eC_number=3.6.4.12,Name=dnaC,dbxref=COG:COG0305,gene=dnaC,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=BOFCGCOL_08067,product=Replicative DNA helicase
SEQ_900_4_4,Aragorn:1.2,tRNA,840,914,ID=BOFCGCOL_08134,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_08134,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_900_4_4,Aragorn:1.2,tRNA,941,1014,ID=BOFCGCOL_08135,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_08135,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_900_4_4,Aragorn:1.2,tRNA,1268,1339,ID=BOFCGCOL_08138,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_08138,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_900_4_4,Aragorn:1.2,tRNA,36101,36172,ID=BOFCGCOL_08184,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=BOFCGCOL_08184,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_900_4_4,Prodigal:2.6,CDS,160630,162024,ID=BOFCGCOL_08300,Name=dnaB_3,dbxref=COG:COG3611,gene=dnaB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07908,locus_tag=BOFCGCOL_08300,product=Replication initiation and membrane attachment protein,NA
SEQ_900_4_4,Prodigal:2.6,CDS,241910,243142,ID=BOFCGCOL_08376,Name=mntH_6,gene=mntH_6,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00221,locus_tag=BOFCGCOL_08376,product=Divalent metal cation transporter MntH,NA,NA
SEQ_900_4_4,Prodigal:2.6,CDS,374358,375044,ID=BOFCGCOL_08512,Name=dnaD,dbxref=COG:COG3935,gene=dnaD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39787,locus_tag=BOFCGCOL_08512,product=DNA replication protein DnaD,NA
SEQ_900_4_4,Prodigal:2.6,CDS,419963,420754,ID=BOFCGCOL_08558,Name=nirQ,dbxref=COG:COG0714,gene=nirQ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02441,locus_tag=BOFCGCOL_08558,product=Denitrification regulatory protein NirQ,NA
SEQ_900_4_5,Prodigal:2.6,CDS,65860,66654,ID=BOFCGCOL_08655,eC_number=1.13.11.2,Name=catE_4,dbxref=COG:COG2514,gene=catE_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=BOFCGCOL_08655,product=Catechol-2%2C3-dioxygenase
