Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Brachy_341_9.fa,Brachy_738_10.fa,Brachy_862_8.fa,Brachy_876_9.fa,Brachy_900_8.fa,Brachy_908_11.fa,Brachy_947_11.fa,Brachy_962_10.fa,Brachy_JB7.fa,Brevi_341_13.fa,Brevi_738_8.fa,Brevi_862_7.fa,Brevi_876_7.fa,Brevi_900_6.fa,Brevi_908_7.fa,Brevi_947_7.fa,Brevi_962_8.fa,Brevi_JB5.fa,SEQ_341_10.fa,SEQ_738_7.fa,SEQ_862_5.fa,SEQ_876_5.fa,SEQ_900_4.fa,SEQ_908_10.fa,SEQ_947_12.fa,SEQ_962_6.fa,SEQ_JB9.fa
group_5241,,Insertion element IS6110 uncharacterized 12.0 kDa protein,3,3,1,1,8631,1,7686,,308,308,308,Brachy_341_9.fa_01691,,,,Brachy_900_8.fa_01631,Brachy_908_11.fa_00259,,,,,,,,,,,,,,,,,,,,,
group_5270,hutG,Formimidoylglutamase,3,3,1,1,9236,1,8796,,1070,1070,1070,Brachy_341_9.fa_01736,,,,,Brachy_908_11.fa_01639,Brachy_947_11.fa_01950,,,,,,,,,,,,,,,,,,,,
group_531,,hypothetical protein,3,3,1,97,88,97,2402,,467,743,578,,,,,,,,,,,,,,,,,,,SEQ_341_10.fa_00763,,,,SEQ_900_4.fa_01892,SEQ_908_10.fa_02206,,,
hsdM_3,,Type I restriction enzyme EcoKI M protein,3,3,1,97,2058,97,3458,,1514,1514,1514,,,,,,,,,,,,,,,,,,,,SEQ_738_7.fa_02934,SEQ_862_5.fa_02626,,,,SEQ_947_12.fa_02719,,
degU_3,,Transcriptional regulatory protein DegU,3,3,1,1,2786,1,5341,,635,635,635,Brachy_341_9.fa_02353,Brachy_738_10.fa_02704,,,Brachy_900_8.fa_03048,,,,,,,,,,,,,,,,,,,,,,
group_5753,nreB_2,Oxygen sensor histidine kinase NreB,3,3,1,1,2787,1,5342,,1268,1268,1268,Brachy_341_9.fa_02354,Brachy_738_10.fa_02703,,,Brachy_900_8.fa_03047,,,,,,,,,,,,,,,,,,,,,,
group_5754,,hypothetical protein,3,3,1,1,2788,1,5343,,1385,1385,1385,Brachy_341_9.fa_02355,Brachy_738_10.fa_02702,,,Brachy_900_8.fa_03046,,,,,,,,,,,,,,,,,,,,,,
yxdL,,ABC transporter ATP-binding protein YxdL,3,3,1,1,2789,1,5344,,752,752,752,Brachy_341_9.fa_02356,Brachy_738_10.fa_02701,,,Brachy_900_8.fa_03045,,,,,,,,,,,,,,,,,,,,,,
cmtR,,HTH-type transcriptional regulator CmtR,3,3,1,1,2790,1,5345,,677,677,677,Brachy_341_9.fa_02357,Brachy_738_10.fa_02700,,,Brachy_900_8.fa_03044,,,,,,,,,,,,,,,,,,,,,,
stp_2,,Multidrug resistance protein Stp,3,3,1,1,2793,1,5348,,1352,1352,1352,Brachy_341_9.fa_02358,Brachy_738_10.fa_02699,,,Brachy_900_8.fa_03043,,,,,,,,,,,,,,,,,,,,,,
epsJ_2,,putative glycosyltransferase EpsJ,3,3,1,97,1678,97,3070,,2798,2897,2863,,,,,,,,,,,,,,,,,,,,SEQ_738_7.fa_02615,,SEQ_876_5.fa_00537,,,,,SEQ_BC9.fa_02509
group_580,smc_2,Chromosome partition protein Smc,3,3,1,97,404,97,1858,,851,5135,2345,,,,,,,,,,,,,,,,,,,,,SEQ_862_5.fa_01570,SEQ_876_5.fa_00370,,,,,SEQ_BC9.fa_01479
group_60,,hypothetical protein,3,3,1,1,11823,1,1555,,656,1466,1195,,,,,,,,,,,Brevi_738_8.fa_03689,,Brevi_876_7.fa_01319,,,Brevi_947_7.fa_03772,,,,,,,,,,,
group_6058,,tRNA-Glu(ctc),3,3,1,1,8886,1,7936,,96,96,96,Brachy_341_9.fa_02804,,,,,,Brachy_947_11.fa_02482,Brachy_962_10.fa_01914,,,,,,,,,,,,,,,,,,,
group_606,,hypothetical protein,3,3,1,1,6759,1,7408,,575,899,791,,,Brachy_862_8.fa_02334,Brachy_876_9.fa_00874,,,,Brachy_962_10.fa_00668,,,,,,,,,,,,,,,,,,,
group_6253,,hypothetical protein,3,3,1,1,5651,1,2339,,851,851,851,Brachy_341_9.fa_03053,Brachy_738_10.fa_03229,Brachy_862_8.fa_01567,,,,,,,,,,,,,,,,,,,,,,,,
group_6381,,hypothetical protein,3,3,1,2,15,2,14,,1085,1085,1085,Brachy_341_9.fa_03224,,,,Brachy_900_8.fa_03386,,Brachy_947_11.fa_03482,,,,,,,,,,,,,,,,,,,,
group_6397,,hypothetical protein,3,3,1,1,8116,1,7872,,1352,1352,1352,Brachy_341_9.fa_03245,,Brachy_862_8.fa_01777,,,Brachy_908_11.fa_02221,,,,,,,,,,,,,,,,,,,,,
group_6398,lacF_9,Lactose transport system permease protein LacF,3,3,1,1,8129,1,7871,,905,905,905,Brachy_341_9.fa_03246,,Brachy_862_8.fa_01776,,,Brachy_908_11.fa_02222,,,,,,,,,,,,,,,,,,,,,
group_6399,lacG_2,Lactose transport system permease protein LacG,3,3,1,1,8130,1,7870,,923,923,923,Brachy_341_9.fa_03247,,Brachy_862_8.fa_01775,,,Brachy_908_11.fa_02223,,,,,,,,,,,,,,,,,,,,,
group_6400,,hypothetical protein,3,3,1,1,8131,1,7869,,629,629,629,Brachy_341_9.fa_03248,,Brachy_862_8.fa_01774,,,Brachy_908_11.fa_02224,,,,,,,,,,,,,,,,,,,,,
ccpA_5,,Catabolite control protein A,3,3,1,1,8132,1,8004,,1049,1049,1049,Brachy_341_9.fa_03249,,Brachy_862_8.fa_01773,,,Brachy_908_11.fa_02225,,,,,,,,,,,,,,,,,,,,,
group_6430,,hypothetical protein,3,3,1,1,8164,1,7867,,419,419,419,Brachy_341_9.fa_03280,Brachy_738_10.fa_00999,,,Brachy_900_8.fa_00477,,,,,,,,,,,,,,,,,,,,,,
group_65,,hypothetical protein,3,3,1,1,7664,1,6875,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,266,350,310,,,,,,,,,,Brevi_341_13.fa_03545,Brevi_738_8.fa_01614,,,,,Brevi_947_7.fa_01495,,,,,,,,,,,
aroK_2,,Shikimate kinase,3,3,1,1,9310,1,8134,,578,578,578,,Brachy_738_10.fa_00213,,,,,,Brachy_962_10.fa_03041,Brachy_JB7.fa_03352,,,,,,,,,,,,,,,,,,
group_6769,,hypothetical protein,3,3,1,1,9309,1,8133,,833,833,833,,Brachy_738_10.fa_00214,,,,,,Brachy_962_10.fa_03040,Brachy_JB7.fa_03351,,,,,,,,,,,,,,,,,,
group_6770,,hypothetical protein,3,3,1,1,9308,1,8132,,554,554,554,,Brachy_738_10.fa_00215,,,,,,Brachy_962_10.fa_03039,Brachy_JB7.fa_03350,,,,,,,,,,,,,,,,,,
group_6771,,hypothetical protein,3,3,1,1,9307,1,8131,,554,554,554,,Brachy_738_10.fa_00216,,,,,,Brachy_962_10.fa_03038,Brachy_JB7.fa_03349,,,,,,,,,,,,,,,,,,
group_6777,msmE_3,Multiple sugar-binding protein,3,3,1,1,3078,1,6090,,1247,1247,1247,,Brachy_738_10.fa_00271,,Brachy_876_9.fa_02721,Brachy_900_8.fa_02628,,,,,,,,,,,,,,,,,,,,,,
group_6778,lacF_12,Lactose transport system permease protein LacF,3,3,1,1,3079,1,6091,,965,965,965,,Brachy_738_10.fa_00272,,Brachy_876_9.fa_02722,Brachy_900_8.fa_02629,,,,,,,,,,,,,,,,,,,,,,
group_6779,araQ_18,L-arabinose transport system permease protein AraQ,3,3,1,1,3080,1,6092,,878,878,878,,Brachy_738_10.fa_00273,,Brachy_876_9.fa_02723,Brachy_900_8.fa_02630,,,,,,,,,,,,,,,,,,,,,,
group_6780,yjjG,Pyrimidine 5'-nucleotidase YjjG,3,3,1,1,3081,1,6093,,746,746,746,,Brachy_738_10.fa_00274,,Brachy_876_9.fa_02724,Brachy_900_8.fa_02631,,,,,,,,,,,,,,,,,,,,,,
group_6781,dasR_1,HTH-type transcriptional repressor DasR,3,3,1,1,3082,1,6094,,776,776,776,,Brachy_738_10.fa_00275,,Brachy_876_9.fa_02725,Brachy_900_8.fa_02632,,,,,,,,,,,,,,,,,,,,,,
group_6782,,hypothetical protein,3,3,1,1,3083,1,6095,,1058,1058,1058,,Brachy_738_10.fa_00276,,Brachy_876_9.fa_02726,Brachy_900_8.fa_02633,,,,,,,,,,,,,,,,,,,,,,
group_679,tcrY_2,putative sensor histidine kinase TcrY,3,3,1,1,3406,1,6197,,689,689,689,,Brachy_738_10.fa_01468,Brachy_862_8.fa_00355,,,,,Brachy_962_10.fa_01448,,,,,,,,,,,,,,,,,,,
etp,,Low molecular weight protein-tyrosine-phosphatase Etp,3,3,1,1,8298,1,8403,,641,641,641,,Brachy_738_10.fa_01630,Brachy_862_8.fa_00081,Brachy_876_9.fa_01820,,,,,,,,,,,,,,,,,,,,,,,
ywqD_1,,Tyrosine-protein kinase YwqD,3,3,1,1,8297,1,8404,,1640,1640,1640,,Brachy_738_10.fa_01631,Brachy_862_8.fa_00082,Brachy_876_9.fa_01819,,,,,,,,,,,,,,,,,,,,,,,
group_6847,,hypothetical protein,3,3,1,1,8386,1,8405,,1439,1439,1439,,Brachy_738_10.fa_01632,Brachy_862_8.fa_00083,Brachy_876_9.fa_01818,,,,,,,,,,,,,,,,,,,,,,,
glgM_1,,Alpha-maltose-1-phosphate synthase,3,3,1,1,8387,1,8406,,1223,1223,1223,,Brachy_738_10.fa_01633,Brachy_862_8.fa_00084,Brachy_876_9.fa_01817,,,,,,,,,,,,,,,,,,,,,,,
group_6849,,hypothetical protein,3,3,1,1,8388,1,8407,,1319,1319,1319,,Brachy_738_10.fa_01634,Brachy_862_8.fa_00085,Brachy_876_9.fa_01816,,,,,,,,,,,,,,,,,,,,,,,
group_6850,gtf1,Glycosyltransferase Gtf1,3,3,1,1,8389,1,8408,,1154,1154,1154,,Brachy_738_10.fa_01635,Brachy_862_8.fa_00086,Brachy_876_9.fa_01815,,,,,,,,,,,,,,,,,,,,,,,
pglC_1,,"Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase",3,3,1,1,8390,1,8409,,1136,1136,1136,,Brachy_738_10.fa_01636,Brachy_862_8.fa_00087,Brachy_876_9.fa_01814,,,,,,,,,,,,,,,,,,,,,,,
group_6852,femX,Lipid II:glycine glycyltransferase,3,3,1,1,8391,1,8410,,1211,1211,1211,,Brachy_738_10.fa_01637,Brachy_862_8.fa_00088,Brachy_876_9.fa_01813,,,,,,,,,,,,,,,,,,,,,,,
group_6853,,hypothetical protein,3,3,1,1,8392,1,8411,,1202,1214,1210,,Brachy_738_10.fa_01638,Brachy_862_8.fa_00089,Brachy_876_9.fa_01812,,,,,,,,,,,,,,,,,,,,,,,
epsN,,Putative pyridoxal phosphate-dependent aminotransferase EpsN,3,3,1,1,8394,1,8413,,1163,1163,1163,,Brachy_738_10.fa_01640,Brachy_862_8.fa_00091,Brachy_876_9.fa_01810,,,,,,,,,,,,,,,,,,,,,,,
pglF,,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,3,3,1,1,8395,1,8414,,1964,1964,1964,,Brachy_738_10.fa_01641,Brachy_862_8.fa_00092,Brachy_876_9.fa_01809,,,,,,,,,,,,,,,,,,,,,,,
group_6856,,hypothetical protein,3,3,1,1,8396,1,8415,,1040,1040,1040,,Brachy_738_10.fa_01642,Brachy_862_8.fa_00093,Brachy_876_9.fa_01808,,,,,,,,,,,,,,,,,,,,,,,
group_6857,lysA_2,Diaminopimelate decarboxylase,3,3,1,1,8397,1,8416,,1274,1274,1274,,Brachy_738_10.fa_01643,Brachy_862_8.fa_00094,Brachy_876_9.fa_01807,,,,,,,,,,,,,,,,,,,,,,,
group_6872,araP_1,L-arabinose transport system permease protein AraP,3,3,1,1,6298,1,7016,,959,959,959,,Brachy_738_10.fa_02015,Brachy_862_8.fa_01807,Brachy_876_9.fa_00019,,,,,,,,,,,,,,,,,,,,,,,
group_6958,,hypothetical protein,3,3,1,1,8509,1,8198,,1004,1004,1004,,Brachy_738_10.fa_02906,Brachy_862_8.fa_01265,,,Brachy_908_11.fa_00567,,,,,,,,,,,,,,,,,,,,,
group_6959,,hypothetical protein,3,3,1,1,8510,1,8197,,599,599,599,,Brachy_738_10.fa_02907,Brachy_862_8.fa_01264,,,Brachy_908_11.fa_00568,,,,,,,,,,,,,,,,,,,,,
group_697,phoD_3,Alkaline phosphatase D,3,3,1,1,3074,1,6011,,620,1550,1240,,Brachy_738_10.fa_00267,,Brachy_876_9.fa_02717,Brachy_900_8.fa_02624,,,,,,,,,,,,,,,,,,,,,,
group_7011,,hypothetical protein,3,3,1,1,5620,1,2098,,1265,1265,1265,,Brachy_738_10.fa_03163,Brachy_862_8.fa_01633,Brachy_876_9.fa_02372,,,,,,,,,,,,,,,,,,,,,,,
group_7085,liaR_5,Transcriptional regulatory protein LiaR,3,3,1,13,5,14,1,,671,671,671,,Brachy_738_10.fa_03537,Brachy_862_8.fa_03436,Brachy_876_9.fa_03362,,,,,,,,,,,,,,,,,,,,,,,
flp_2,,Protein flp,3,3,1,13,3,14,3,,2021,2021,2021,,Brachy_738_10.fa_03539,Brachy_862_8.fa_03434,Brachy_876_9.fa_03364,,,,,,,,,,,,,,,,,,,,,,,
group_7087,,hypothetical protein,3,3,1,13,2,14,4,,467,467,467,,Brachy_738_10.fa_03540,Brachy_862_8.fa_03433,Brachy_876_9.fa_03365,,,,,,,,,,,,,,,,,,,,,,,
group_7088,,hypothetical protein,3,3,1,13,1,14,5,,980,980,980,,Brachy_738_10.fa_03541,Brachy_862_8.fa_03432,Brachy_876_9.fa_03366,,,,,,,,,,,,,,,,,,,,,,,
group_7114,fruA,PTS system fructose-specific EIIB'BC component,3,3,1,1,8701,1,7684,,2306,2321,2316,,Brachy_738_10.fa_03618,Brachy_862_8.fa_01179,,,Brachy_908_11.fa_01409,,,,,,,,,,,,,,,,,,,,,
lsr2_2,,Nucleoid-associated protein Lsr2,3,3,1,6,20,6,19,,320,320,320,,Brachy_738_10.fa_03652,Brachy_862_8.fa_03586,Brachy_876_9.fa_03450,,,,,,,,,,,,,,,,,,,,,,,
group_7139,,hypothetical protein,3,3,1,6,12,6,1,,776,776,776,,Brachy_738_10.fa_03669,Brachy_862_8.fa_03240,Brachy_876_9.fa_03442,,,,,,,,,,,,,,,,,,,,,,,
group_7140,,hypothetical protein,3,3,1,6,13,6,2,,467,467,467,,Brachy_738_10.fa_03670,Brachy_862_8.fa_03239,Brachy_876_9.fa_03443,,,,,,,,,,,,,,,,,,,,,,,
viuB,,Vibriobactin utilization protein ViuB,3,3,1,6,14,6,3,,986,986,986,,Brachy_738_10.fa_03671,Brachy_862_8.fa_03238,Brachy_876_9.fa_03444,,,,,,,,,,,,,,,,,,,,,,,
group_7142,,hypothetical protein,3,3,1,6,15,6,4,,971,971,971,,Brachy_738_10.fa_03672,Brachy_862_8.fa_03237,Brachy_876_9.fa_03445,,,,,,,,,,,,,,,,,,,,,,,
fepD_4,,Ferric enterobactin transport system permease protein FepD,3,3,1,6,16,6,5,,944,944,944,,Brachy_738_10.fa_03673,Brachy_862_8.fa_03236,Brachy_876_9.fa_03446,,,,,,,,,,,,,,,,,,,,,,,
fepG_5,,Ferric enterobactin transport system permease protein FepG,3,3,1,6,17,6,6,,1013,1013,1013,,Brachy_738_10.fa_03674,Brachy_862_8.fa_03235,Brachy_876_9.fa_03447,,,,,,,,,,,,,,,,,,,,,,,
fepC_4,,Ferric enterobactin transport ATP-binding protein FepC,3,3,1,6,18,6,17,,779,779,779,,Brachy_738_10.fa_03675,Brachy_862_8.fa_03234,Brachy_876_9.fa_03448,,,,,,,,,,,,,,,,,,,,,,,
ppsC_2,,Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC,3,3,1,31,1,35,1,Investigate,971,971,971,,Brachy_738_10.fa_03682,Brachy_862_8.fa_03563,Brachy_876_9.fa_03492,,,,,,,,,,,,,,,,,,,,,,,
group_7154,,hypothetical protein,3,3,1,1,6004,1,2635,,278,278,278,,,Brachy_862_8.fa_00767,Brachy_876_9.fa_01319,,,,Brachy_962_10.fa_00513,,,,,,,,,,,,,,,,,,,
group_7186,,Cyclomaltodextrinase,3,3,1,1,8249,1,8338,,1508,1508,1508,,,Brachy_862_8.fa_01284,,,,Brachy_947_11.fa_00353,,Brachy_JB7.fa_00502,,,,,,,,,,,,,,,,,,
group_7188,,hypothetical protein,3,3,1,1,6869,1,2834,,755,755,755,,,Brachy_862_8.fa_01448,,,,,Brachy_962_10.fa_03146,Brachy_JB7.fa_03153,,,,,,,,,,,,,,,,,,
group_7215,,hypothetical protein,3,3,1,1,6750,1,7249,,527,527,527,,,Brachy_862_8.fa_02329,Brachy_876_9.fa_00869,,,,Brachy_962_10.fa_00663,,,,,,,,,,,,,,,,,,,
group_7216,,hypothetical protein,3,3,1,1,6774,1,7245,,707,707,707,,,Brachy_862_8.fa_02345,,,,Brachy_947_11.fa_02207,,Brachy_JB7.fa_02400,,,,,,,,,,,,,,,,,,
group_7217,qacA,Antiseptic resistance protein,3,3,1,1,6773,1,7244,,1361,1361,1361,,,Brachy_862_8.fa_02346,,,,Brachy_947_11.fa_02206,,Brachy_JB7.fa_02399,,,,,,,,,,,,,,,,,,
group_725,,hypothetical protein,3,3,1,1,2434,1,5215,,200,497,299,,Brachy_738_10.fa_02742,Brachy_862_8.fa_03543,,Brachy_900_8.fa_03560,,,,,,,,,,,,,,,,,,,,,,
helD_3,,DNA helicase IV,3,3,1,1,2992,1,6012,,2477,2477,2477,,,Brachy_862_8.fa_03253,,Brachy_900_8.fa_03570,,Brachy_947_11.fa_00994,,,,,,,,,,,,,,,,,,,,
group_7339,,hypothetical protein,3,3,1,1,6125,1,7585,,491,491,491,,,,Brachy_876_9.fa_00043,Brachy_900_8.fa_01473,,,,Brachy_JB7.fa_02135,,,,,,,,,,,,,,,,,,
group_7353,epsJ,putative glycosyltransferase EpsJ,3,3,1,1,2912,1,5858,,1997,1997,1997,,,,Brachy_876_9.fa_00314,Brachy_900_8.fa_02858,Brachy_908_11.fa_01970,,,,,,,,,,,,,,,,,,,,,
ycgJ,,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,3,3,1,1,3116,1,5563,,794,794,794,,,,Brachy_876_9.fa_00397,,,,Brachy_962_10.fa_02139,Brachy_JB7.fa_02012,,,,,,,,,,,,,,,,,,
group_7405,,hypothetical protein,3,3,1,1,2893,1,6502,,1256,1256,1256,,,,Brachy_876_9.fa_01125,,Brachy_908_11.fa_02855,,,Brachy_JB7.fa_01704,,,,,,,,,,,,,,,,,,
group_7406,trmH,tRNA (guanosine(18)-2'-O)-methyltransferase,3,3,1,1,3976,1,5101,,737,746,743,,,,Brachy_876_9.fa_01131,,Brachy_908_11.fa_01922,Brachy_947_11.fa_01174,,,,,,,,,,,,,,,,,,,,
group_7424,,hypothetical protein,3,3,1,1,8294,1,8402,,824,824,824,,,,Brachy_876_9.fa_01801,Brachy_900_8.fa_01715,Brachy_908_11.fa_00489,,,,,,,,,,,,,,,,,,,,,
group_7469,yjjG,Pyrimidine 5'-nucleotidase YjjG,3,3,1,1,8934,1,8124,,674,674,674,,,,Brachy_876_9.fa_03107,,Brachy_908_11.fa_01746,,,Brachy_JB7.fa_03307,,,,,,,,,,,,,,,,,,
group_7470,,hypothetical protein,3,3,1,1,8935,1,8123,,734,734,734,,,,Brachy_876_9.fa_03108,,Brachy_908_11.fa_01747,,,Brachy_JB7.fa_03306,,,,,,,,,,,,,,,,,,
group_7473,oppF_2,Oligopeptide transport ATP-binding protein OppF,3,3,1,1,6390,1,2854,,842,842,842,,,,Brachy_876_9.fa_03280,,Brachy_908_11.fa_01424,,Brachy_962_10.fa_03160,,,,,,,,,,,,,,,,,,,
oppD_6,,Oligopeptide transport ATP-binding protein OppD,3,3,1,1,6389,1,2853,,803,803,803,,,,Brachy_876_9.fa_03281,,Brachy_908_11.fa_01425,,Brachy_962_10.fa_03161,,,,,,,,,,,,,,,,,,,
ddpC_2,,"putative D,D-dipeptide transport system permease protein DdpC",3,3,1,1,6388,1,2852,,947,947,947,,,,Brachy_876_9.fa_03282,,Brachy_908_11.fa_01426,,Brachy_962_10.fa_03162,,,,,,,,,,,,,,,,,,,
dppB_4,,Dipeptide transport system permease protein DppB,3,3,1,1,6387,1,2851,,1067,1067,1067,,,,Brachy_876_9.fa_03283,,Brachy_908_11.fa_01427,,Brachy_962_10.fa_03163,,,,,,,,,,,,,,,,,,,
group_7477,ddpA,"putative D,D-dipeptide-binding periplasmic protein DdpA",3,3,1,1,6386,1,2850,,1463,1463,1463,,,,Brachy_876_9.fa_03284,,Brachy_908_11.fa_01428,,Brachy_962_10.fa_03164,,,,,,,,,,,,,,,,,,,
decR,,DNA-binding transcriptional activator DecR,3,3,1,1,6385,1,2849,,449,449,449,,,,Brachy_876_9.fa_03285,,Brachy_908_11.fa_01429,,Brachy_962_10.fa_03165,,,,,,,,,,,,,,,,,,,
group_7479,,hypothetical protein,3,3,1,1,6384,1,2848,,344,344,344,,,,Brachy_876_9.fa_03286,,Brachy_908_11.fa_01430,,Brachy_962_10.fa_03166,,,,,,,,,,,,,,,,,,,
group_7493,,hypothetical protein,3,3,1,1,8798,1,7671,,707,707,707,,,,Brachy_876_9.fa_03476,,Brachy_908_11.fa_03338,,Brachy_962_10.fa_03486,,,,,,,,,,,,,,,,,,,
group_7494,helD_2,DNA helicase IV,3,3,1,1,3068,1,6076,,2561,2603,2587,Brachy_341_9.fa_02619,Brachy_738_10.fa_02648,,Brachy_876_9.fa_03481,,,,,,,,,,,,,,,,,,,,,,,
group_7498,,hypothetical protein,3,3,1,1,8924,1,7880,,1133,1133,1133,,,,,Brachy_900_8.fa_00231,,Brachy_947_11.fa_02442,,Brachy_JB7.fa_01923,,,,,,,,,,,,,,,,,,
group_7499,,hypothetical protein,3,3,1,1,8926,1,7895,,1067,1067,1067,,,,,Brachy_900_8.fa_00232,,Brachy_947_11.fa_02441,,Brachy_JB7.fa_01924,,,,,,,,,,,,,,,,,,
group_7502,,putative protein,3,3,1,1,8218,1,8101,,665,665,665,,,,,Brachy_900_8.fa_00528,,Brachy_947_11.fa_03507,,Brachy_JB7.fa_02721,,,,,,,,,,,,,,,,,,
group_7503,,hypothetical protein,3,3,1,1,8609,1,8209,,1535,1535,1535,,,,,Brachy_900_8.fa_00529,,Brachy_947_11.fa_03505,,Brachy_JB7.fa_02723,,,,,,,,,,,,,,,,,,
haeIIIM,,Modification methylase HaeIII,3,3,1,1,8608,1,8210,,1145,1145,1145,,,,,Brachy_900_8.fa_00530,,Brachy_947_11.fa_00245,,Brachy_JB7.fa_02724,,,,,,,,,,,,,,,,,,
pknL,,Serine/threonine-protein kinase PknL,3,3,1,1,5594,1,3031,,1205,1205,1205,,,,,Brachy_900_8.fa_01427,Brachy_908_11.fa_02393,Brachy_947_11.fa_03008,,,,,,,,,,,,,,,,,,,,
sdpB,,Sporulation-delaying protein SdpB,3,3,1,1,8412,1,8519,,1361,1361,1361,,,,,Brachy_900_8.fa_01705,Brachy_908_11.fa_00499,,,Brachy_JB7.fa_01616,,,,,,,,,,,,,,,,,,
group_7589,,hypothetical protein,3,3,1,1,8411,1,8520,,1166,1166,1166,,,,,Brachy_900_8.fa_01706,Brachy_908_11.fa_00498,,,Brachy_JB7.fa_01615,,,,,,,,,,,,,,,,,,
group_7615,,putative peptidase,3,3,1,1,6767,1,7415,,638,638,638,,,,,Brachy_900_8.fa_02744,,Brachy_947_11.fa_02211,,Brachy_JB7.fa_02404,,,,,,,,,,,,,,,,,,
group_7616,morA,Morphine 6-dehydrogenase,3,3,1,1,6758,1,7401,,881,881,881,,,,,Brachy_900_8.fa_02751,,Brachy_947_11.fa_02218,,Brachy_JB7.fa_02412,,,,,,,,,,,,,,,,,,
group_7617,,hypothetical protein,3,3,1,1,6757,1,7402,,611,611,611,,,,,Brachy_900_8.fa_02752,,Brachy_947_11.fa_02219,,Brachy_JB7.fa_02413,,,,,,,,,,,,,,,,,,
group_7618,,hypothetical protein,3,3,1,1,6601,1,7398,,521,521,521,,,,,Brachy_900_8.fa_02754,,Brachy_947_11.fa_02221,,Brachy_JB7.fa_02415,,,,,,,,,,,,,,,,,,
group_7620,,hypothetical protein,3,3,1,1,2941,1,5884,,875,875,875,,,,,Brachy_900_8.fa_02842,,,Brachy_962_10.fa_02907,Brachy_JB7.fa_01416,,,,,,,,,,,,,,,,,,
group_7621,ugpA_6,sn-glycerol-3-phosphate transport system permease protein UgpA,3,3,1,1,2939,1,5879,,908,908,908,,,,,Brachy_900_8.fa_02844,,,Brachy_962_10.fa_02909,Brachy_JB7.fa_01418,,,,,,,,,,,,,,,,,,
ugpB_5,,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,3,3,1,1,2929,1,5875,,1319,1319,1319,,,,,Brachy_900_8.fa_02845,,,Brachy_962_10.fa_02910,Brachy_JB7.fa_01419,,,,,,,,,,,,,,,,,,
group_7623,,Putative thiazole biosynthetic enzyme,3,3,1,1,2930,1,5876,,1403,1403,1403,,,,,Brachy_900_8.fa_02846,,,Brachy_962_10.fa_02911,Brachy_JB7.fa_01420,,,,,,,,,,,,,,,,,,
group_7648,merR1,Mercuric resistance operon regulatory protein,3,3,1,1,6130,1,7037,,740,740,740,,,,,Brachy_900_8.fa_03394,Brachy_908_11.fa_00114,,,Brachy_JB7.fa_00867,,,,,,,,,,,,,,,,,,
group_7649,,putative multidrug-efflux transporter,3,3,1,1,6131,1,7462,,1280,1280,1280,,,,,Brachy_900_8.fa_03395,Brachy_908_11.fa_00115,,,Brachy_JB7.fa_00866,,,,,,,,,,,,,,,,,,
group_7650,bmr3_1,Multidrug resistance protein 3,3,3,1,1,6151,1,7031,,1463,1463,1463,,,,,Brachy_900_8.fa_03480,Brachy_908_11.fa_00108,,,Brachy_JB7.fa_00873,,,,,,,,,,,,,,,,,,
group_7651,betI_2,HTH-type transcriptional regulator BetI,3,3,1,1,6150,1,7032,,605,605,605,,,,,Brachy_900_8.fa_03481,Brachy_908_11.fa_00109,,,Brachy_JB7.fa_00872,,,,,,,,,,,,,,,,,,
kefF,,Glutathione-regulated potassium-efflux system ancillary protein KefF,3,3,1,1,6149,1,7033,,797,797,797,,,,,Brachy_900_8.fa_03482,Brachy_908_11.fa_00110,,,Brachy_JB7.fa_00871,,,,,,,,,,,,,,,,,,
group_7653,,hypothetical protein,3,3,1,1,6127,1,7034,,1043,1043,1043,,,,,Brachy_900_8.fa_03483,Brachy_908_11.fa_00111,,,Brachy_JB7.fa_00870,,,,,,,,,,,,,,,,,,
group_7654,,hypothetical protein,3,3,1,1,6128,1,7035,,470,470,470,,,,,Brachy_900_8.fa_03484,Brachy_908_11.fa_00112,,,Brachy_JB7.fa_00869,,,,,,,,,,,,,,,,,,
group_7655,kstR,HTH-type transcriptional repressor KstR,3,3,1,1,6129,1,7036,,581,581,581,,,,,Brachy_900_8.fa_03485,Brachy_908_11.fa_00113,,,Brachy_JB7.fa_00868,,,,,,,,,,,,,,,,,,
group_767,,hypothetical protein,3,3,1,1,6753,1,7405,,326,740,602,,Brachy_738_10.fa_01795,Brachy_862_8.fa_02333,,,Brachy_908_11.fa_03227,,,,,,,,,,,,,,,,,,,,,
group_768,,hypothetical protein,3,3,1,1,6752,1,7407,,311,740,597,,Brachy_738_10.fa_01796,,Brachy_876_9.fa_00873,,,,Brachy_962_10.fa_00667,,,,,,,,,,,,,,,,,,,
